RecID,Filename,Duration,Keywords,SampleRate,BitDepth,Channels
69,CK_Blaster_Shot-139.wav,00:02.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
70,CK_Blaster_Shot-14.wav,00:01.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
71,CK_Blaster_Shot-140.wav,00:00.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
72,CK_Blaster_Shot-141.wav,00:02.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
73,CK_Blaster_Shot-142.wav,00:02.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
74,CK_Blaster_Shot-143.wav,00:02.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
75,CK_Blaster_Shot-144.wav,00:02.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
76,CK_Blaster_Shot-145.wav,00:02.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
77,CK_Blaster_Shot-146.wav,00:01.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
78,CK_Blaster_Shot-147.wav,00:02.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
79,CK_Blaster_Shot-148.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
80,CK_Blaster_Shot-149.wav,00:00.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
81,CK_Blaster_Shot-15.wav,00:01.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
82,CK_Blaster_Shot-150.wav,00:02.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
83,CK_Blaster_Shot-151.wav,00:01.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
84,CK_Blaster_Shot-152.wav,00:01.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
85,CK_Blaster_Shot-153.wav,00:01.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
86,CK_Blaster_Shot-154.wav,00:00.6,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
87,CK_Blaster_Shot-155.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
88,CK_Blaster_Shot-156.wav,00:01.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
89,CK_Blaster_Shot-157.wav,00:01.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
90,CK_Blaster_Shot-158.wav,00:01.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
91,CK_Blaster_Shot-159.wav,00:01.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
92,CK_Blaster_Shot-16.wav,00:01.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
93,CK_Blaster_Shot-160.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
94,CK_Blaster_Shot-161.wav,00:02.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
95,CK_Blaster_Shot-162.wav,00:01.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
96,CK_Blaster_Shot-163.wav,00:00.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
97,CK_Blaster_Shot-164.wav,00:02.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
98,CK_Blaster_Shot-165.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
99,CK_Blaster_Shot-166.wav,00:00.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
100,CK_Blaster_Shot-167.wav,00:00.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
101,CK_Blaster_Shot-168.wav,00:03.3,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
102,CK_Blaster_Shot-169.wav,00:01.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
103,CK_Blaster_Shot-17.wav,00:02.3,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
104,CK_Blaster_Shot-170.wav,00:01.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
105,CK_Blaster_Shot-171.wav,00:02.7,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
106,CK_Blaster_Shot-172.wav,00:01.6,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
107,CK_Blaster_Shot-173.wav,00:01.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
108,CK_Blaster_Shot-174.wav,00:01.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
109,CK_Blaster_Shot-175.wav,00:01.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
110,CK_Blaster_Shot-176.wav,00:02.7,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
111,CK_Blaster_Shot-177.wav,00:01.7,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
112,CK_Blaster_Shot-178.wav,00:01.7,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
113,CK_Blaster_Shot-179.wav,00:01.3,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
114,CK_Blaster_Shot-18.wav,00:01.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
115,CK_Blaster_Shot-180.wav,00:01.6,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
116,CK_Blaster_Shot-181.wav,00:00.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
117,CK_Blaster_Shot-182.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
118,CK_Blaster_Shot-183.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
119,CK_Blaster_Shot-184.wav,00:01.6,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
120,CK_Blaster_Shot-185.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
121,CK_Blaster_Shot-186.wav,00:01.6,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
122,CK_Blaster_Shot-187.wav,00:01.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
123,CK_Blaster_Shot-188.wav,00:01.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
124,CK_Blaster_Shot-189.wav,00:00.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
125,CK_Blaster_Shot-19.wav,00:01.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
126,CK_Blaster_Shot-190.wav,00:01.7,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
127,CK_Blaster_Shot-191.wav,00:01.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
128,CK_Blaster_Shot-192.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
129,CK_Blaster_Shot-193.wav,00:03.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
130,CK_Blaster_Shot-194.wav,00:01.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
131,CK_Blaster_Shot-195.wav,00:02.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
132,CK_Blaster_Shot-196.wav,00:01.3,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
133,CK_Blaster_Shot-197.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
134,CK_Blaster_Shot-198.wav,00:02.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
135,CK_Blaster_Shot-199.wav,00:04.3,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
136,CK_Blaster_Shot-20.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
137,CK_Blaster_Shot-200.wav,00:01.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
138,CK_Blaster_Shot-201.wav,00:01.7,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
139,CK_Blaster_Shot-202.wav,00:01.6,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
140,CK_Blaster_Shot-203.wav,00:01.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
141,CK_Blaster_Shot-204.wav,00:01.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
142,CK_Blaster_Shot-205.wav,00:01.7,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
143,CK_Blaster_Shot-206.wav,00:01.6,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
144,CK_Blaster_Shot-207.wav,00:01.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
145,CK_Blaster_Shot-208.wav,00:00.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
146,CK_Blaster_Shot-209.wav,00:01.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
147,CK_Blaster_Shot-21.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
148,CK_Blaster_Shot-210.wav,00:00.7,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
149,CK_Blaster_Shot-211.wav,00:01.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
150,CK_Blaster_Shot-212.wav,00:02.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
151,CK_Blaster_Shot-213.wav,00:02.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
152,CK_Blaster_Shot-214.wav,00:01.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
153,CK_Blaster_Shot-215.wav,00:00.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
154,CK_Blaster_Shot-216.wav,00:01.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
155,CK_Blaster_Shot-217.wav,00:01.6,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
156,CK_Blaster_Shot-218.wav,00:02.3,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
157,CK_Blaster_Shot-219.wav,00:01.6,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
158,CK_Blaster_Shot-22.wav,00:00.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
159,CK_Blaster_Shot-220.wav,00:02.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
160,CK_Blaster_Shot-221.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
161,CK_Blaster_Shot-222.wav,00:02.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
162,CK_Blaster_Shot-223.wav,00:01.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
163,CK_Blaster_Shot-224.wav,00:01.7,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
164,CK_Blaster_Shot-225.wav,00:01.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
165,CK_Blaster_Shot-226.wav,00:01.6,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
166,CK_Blaster_Shot-227.wav,00:01.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
167,CK_Blaster_Shot-228.wav,00:01.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
168,CK_Blaster_Shot-229.wav,00:01.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
169,CK_Blaster_Shot-23.wav,00:01.6,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
170,CK_Blaster_Shot-230.wav,00:01.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
171,CK_Blaster_Shot-231.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
172,CK_Blaster_Shot-232.wav,00:00.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
173,CK_Blaster_Shot-233.wav,00:01.7,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
174,CK_Blaster_Shot-234.wav,00:01.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
175,CK_Blaster_Shot-235.wav,00:02.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
176,CK_Blaster_Shot-236.wav,00:01.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
177,CK_Blaster_Shot-237.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
178,CK_Blaster_Shot-238.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
179,CK_Blaster_Shot-239.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
180,CK_Blaster_Shot-24.wav,00:00.6,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
181,CK_Blaster_Shot-240.wav,00:02.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
182,CK_Blaster_Shot-241.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
183,CK_Blaster_Shot-242.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
184,CK_Blaster_Shot-243.wav,00:02.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
185,CK_Blaster_Shot-244.wav,00:00.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
186,CK_Blaster_Shot-245.wav,00:02.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
187,CK_Blaster_Shot-246.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
188,CK_Blaster_Shot-247.wav,00:02.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
189,CK_Blaster_Shot-248.wav,00:01.7,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
190,CK_Blaster_Shot-249.wav,00:01.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
191,CK_Blaster_Shot-25.wav,00:01.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
192,CK_Blaster_Shot-250.wav,00:02.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
193,CK_Blaster_Shot-251.wav,00:02.3,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
194,CK_Blaster_Shot-252.wav,00:01.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
195,CK_Blaster_Shot-253.wav,00:00.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
196,CK_Blaster_Shot-254.wav,00:01.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
197,CK_Blaster_Shot-255.wav,00:01.7,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
198,CK_Blaster_Shot-256.wav,00:02.3,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
199,CK_Blaster_Shot-257.wav,00:02.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
200,CK_Blaster_Shot-258.wav,00:01.6,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
201,CK_Blaster_Shot-259.wav,00:02.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
202,CK_Blaster_Shot-26.wav,00:01.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
203,CK_Blaster_Shot-260.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
